Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
4.3760e-02,0.0285187
4.3792e-02,0.0278
4.3824e-02,0.0277812
4.3856e-02,0.0274687
4.3888e-02,0.0270656
4.3920e-02,0.0268969
4.3952e-02,0.0264625
4.3984e-02,0.0270531
4.4016e-02,0.0276219
4.4048e-02,0.027325
4.4080e-02,0.0269437
4.4112e-02,0.0265562
4.4144e-02,0.0270969
4.4176e-02,0.0270781
4.4208e-02,0.0274312
4.4240e-02,0.02765
4.4272e-02,0.0279406
4.4304e-02,0.0275531
4.4336e-02,0.0276687
4.4368e-02,0.0287062
4.4400e-02,0.0278406
4.4432e-02,0.0264094
4.4464e-02,0.0258125
4.4496e-02,0.0263625
4.4528e-02,0.0276406
4.4560e-02,0.0282906
4.4592e-02,0.028375
4.4624e-02,0.0284937
4.4656e-02,0.0289719
4.4688e-02,0.0292094
4.4720e-02,0.0288
4.4752e-02,0.0285031
4.4784e-02,0.0287687
4.4816e-02,0.0288312
4.4848e-02,0.0286344
4.4880e-02,0.0284969
4.4912e-02,0.0279594
4.4944e-02,0.0280812
4.4976e-02,0.0285
4.5008e-02,0.0278
4.5040e-02,0.0276094
4.5072e-02,0.0286031
4.5104e-02,0.0288937
4.5136e-02,0.0294156
4.5168e-02,0.0299344
4.5200e-02,0.0294562
4.5232e-02,0.0291469
4.5264e-02,0.0291875
4.5296e-02,0.0289125
4.5328e-02,0.0285562
4.5360e-02,0.0275031
4.5392e-02,0.0275594
4.5424e-02,0.0281156
4.5456e-02,0.0278344
4.5488e-02,0.0279437
4.5520e-02,0.0279625
4.5552e-02,0.0279312
4.5584e-02,0.0277375
4.5616e-02,0.0276312
4.5648e-02,0.0279687
4.5680e-02,0.0284594
4.5712e-02,0.0286031
4.5744e-02,0.0277781
4.5776e-02,0.0276406
4.5808e-02,0.0279687
4.5840e-02,0.0281844
4.5872e-02,0.0288312
4.5904e-02,0.0287656
4.5936e-02,0.0284
4.5968e-02,0.0283375
4.6000e-02,0.0290812
4.6032e-02,0.0288031
4.6064e-02,0.02855
4.6096e-02,0.0280375
4.6128e-02,0.0277656
4.6160e-02,0.0272969
4.6192e-02,0.027925
4.6224e-02,0.0283187
4.6256e-02,0.0277031
4.6288e-02,0.0268437
4.6320e-02,0.0270312
4.6352e-02,0.0280094
4.6384e-02,0.0285406
4.6416e-02,0.0285687
4.6448e-02,0.02875
4.6480e-02,0.0290875
4.6512e-02,0.0287156
4.6544e-02,0.0295437
4.6576e-02,0.030075
4.6608e-02,0.0305062
4.6640e-02,0.0293781
4.6672e-02,0.0287937
4.6704e-02,0.0277937
4.6736e-02,0.0278906
4.6768e-02,0.0280187
4.6800e-02,0.0281031
4.6832e-02,0.0282781
4.6864e-02,0.0280594
4.6896e-02,0.0287969
4.6928e-02,0.0291906
4.6960e-02,0.0301406
4.6992e-02,0.0304906
4.7024e-02,0.0301281
4.7056e-02,0.0310969
4.7088e-02,0.0309281
4.7120e-02,0.0308156
4.7152e-02,0.0313125
4.7184e-02,0.0310875
4.7216e-02,0.0304812
4.7248e-02,0.0302937
4.7280e-02,0.0310719
4.7312e-02,0.0309594
4.7344e-02,0.0318531
4.7376e-02,0.0309812
4.7408e-02,0.0307594
4.7440e-02,0.0309656
4.7472e-02,0.031325
4.7504e-02,0.0305656
4.7536e-02,0.0311031
4.7568e-02,0.0315687
4.7600e-02,0.031225
4.7632e-02,0.031425
4.7664e-02,0.0320094
4.7696e-02,0.0320375
4.7728e-02,0.0309562
4.7760e-02,0.0303594
4.7792e-02,0.0306687
4.7824e-02,0.0311
4.7856e-02,0.03155
4.7888e-02,0.0311
4.7920e-02,0.0315531
4.7952e-02,0.031325
4.7984e-02,0.03115
4.8016e-02,0.0299
4.8048e-02,0.0302531
4.8080e-02,0.0293594
4.8112e-02,0.0286375
4.8144e-02,0.0283344
4.8176e-02,0.0279125
4.8208e-02,0.0284875
4.8240e-02,0.0288937
4.8272e-02,0.0309594
4.8304e-02,0.0311312
4.8336e-02,0.0310625
4.8368e-02,0.0312844
4.8400e-02,0.0309062
4.8432e-02,0.031075
4.8464e-02,0.0313
4.8496e-02,0.0316969
4.8528e-02,0.0329375
4.8560e-02,0.0341656
4.8592e-02,0.0338812
4.8624e-02,0.0335062
4.8656e-02,0.0338031
4.8688e-02,0.0344125
4.8720e-02,0.0349312
4.8752e-02,0.0345594
4.8784e-02,0.0356156
4.8816e-02,0.037725
4.8848e-02,0.0394031
4.8880e-02,0.0396687
4.8912e-02,0.0391375
4.8944e-02,0.03855
4.8976e-02,0.0403312
4.9008e-02,0.04305
4.9040e-02,0.0459156
4.9072e-02,0.0468656
4.9104e-02,0.0466187
4.9136e-02,0.0471062
4.9168e-02,0.0467562
4.9200e-02,0.0482437
4.9232e-02,0.0529125
4.9264e-02,0.0545781
4.9296e-02,0.0550031
4.9328e-02,0.0575781
4.9360e-02,0.0584812
4.9392e-02,0.0606125
4.9424e-02,0.0627687
4.9456e-02,0.0627187
4.9488e-02,0.0634531
4.9520e-02,0.0646812
4.9552e-02,0.065325
4.9584e-02,0.065425
4.9616e-02,0.0669937
4.9648e-02,0.0689125
4.9680e-02,0.0698031
4.9712e-02,0.0702594
4.9744e-02,0.0693
4.9776e-02,0.0692469
4.9808e-02,0.0692531
4.9840e-02,0.0703562
4.9872e-02,0.0710937
4.9904e-02,0.0718625
4.9936e-02,0.0739406
4.9968e-02,0.0745
5.0000e-02,0.0741781
5.0032e-02,0.07445
5.0064e-02,0.0743625
5.0096e-02,0.0739
5.0128e-02,0.0718625
5.0160e-02,0.0691437
5.0192e-02,0.0684
5.0224e-02,0.0670031
5.0256e-02,0.0649187
5.0288e-02,0.0626562
5.0320e-02,0.0607312
5.0352e-02,0.0595781
5.0384e-02,0.0581281
5.0416e-02,0.0571437
5.0448e-02,0.0566031
5.0480e-02,0.0551
5.0512e-02,0.0520906
5.0544e-02,0.0504906
5.0576e-02,0.0483281
5.0608e-02,0.0463
5.0640e-02,0.0463
5.0672e-02,0.0459312
5.0704e-02,0.0444344
5.0736e-02,0.04265
5.0768e-02,0.041025
5.0800e-02,0.0402844
5.0832e-02,0.0390625
5.0864e-02,0.0384875
5.0896e-02,0.0385375
5.0928e-02,0.0384719
5.0960e-02,0.0373625
5.0992e-02,0.0363812
5.1024e-02,0.0360125
5.1056e-02,0.0345437
5.1088e-02,0.0336437
5.1120e-02,0.0331625
5.1152e-02,0.0324187
5.1184e-02,0.0322344
5.1216e-02,0.0323062
5.1248e-02,0.0315625
5.1280e-02,0.0315125
5.1312e-02,0.0314906
5.1344e-02,0.0309094
5.1376e-02,0.030525
5.1408e-02,0.0306
5.1440e-02,0.0306219
5.1472e-02,0.0296469
5.1504e-02,0.0299625
5.1536e-02,0.0302719
5.1568e-02,0.0306406
5.1600e-02,0.0302187
5.1632e-02,0.0302656
5.1664e-02,0.0304562
5.1696e-02,0.0299906
5.1728e-02,0.0292594
5.1760e-02,0.0302219
5.1792e-02,0.0295875
5.1824e-02,0.0296375
5.1856e-02,0.0292781
5.1888e-02,0.0298875
5.1920e-02,0.03025
5.1952e-02,0.0303312
5.1984e-02,0.0295812
5.2016e-02,0.0287687
5.2048e-02,0.029
5.2080e-02,0.0289531
5.2112e-02,0.0303219
5.2144e-02,0.0293781
5.2176e-02,0.0291625
5.2208e-02,0.0287875
5.2240e-02,0.029
5.2272e-02,0.02875
5.2304e-02,0.0284375
5.2336e-02,0.0282937
5.2368e-02,0.0284656
5.2400e-02,0.0281687
5.2432e-02,0.0283969
5.2464e-02,0.0285094
5.2496e-02,0.02875
5.2528e-02,0.0282531
5.2560e-02,0.0285344
5.2592e-02,0.0282125
5.2624e-02,0.02765
5.2656e-02,0.0274125
5.2688e-02,0.0276375
5.2720e-02,0.0274062
5.2752e-02,0.0269625
5.2784e-02,0.0270844
5.2816e-02,0.0271312
5.2848e-02,0.0276375
5.2880e-02,0.0286469
5.2912e-02,0.0289375
5.2944e-02,0.0296219
5.2976e-02,0.0292406
5.3008e-02,0.0283312
5.3040e-02,0.0272531
5.3072e-02,0.0283906
5.3104e-02,0.0294812
5.3136e-02,0.0291219
5.3168e-02,0.0290281
5.3200e-02,0.0282031
5.3232e-02,0.0279031
5.3264e-02,0.0280875
5.3296e-02,0.0281125
5.3328e-02,0.0273937
5.3360e-02,0.02685
5.3392e-02,0.0268062
5.3424e-02,0.0274
5.3456e-02,0.0269906
5.3488e-02,0.0268656
5.3520e-02,0.0268844
5.3552e-02,0.0277562
5.3584e-02,0.0278937
5.3616e-02,0.0280469
5.3648e-02,0.0278156
5.3680e-02,0.027375
5.3712e-02,0.0275531
5.3744e-02,0.0277594
5.3776e-02,0.0276375
5.3808e-02,0.0276594
5.3840e-02,0.0277062
5.3872e-02,0.0279281
5.3904e-02,0.027925
5.3936e-02,0.0277156
5.3968e-02,0.0280781
5.4000e-02,0.0283156
5.4032e-02,0.02795
5.4064e-02,0.0282062
5.4096e-02,0.0288469
5.4128e-02,0.028175
5.4160e-02,0.0281875
5.4192e-02,0.0279406
5.4224e-02,0.0283469
5.4256e-02,0.0301469
5.4288e-02,0.0303156
5.4320e-02,0.0300125
5.4352e-02,0.0292281
5.4384e-02,0.0296781
5.4416e-02,0.0297562
5.4448e-02,0.0294812
5.4480e-02,0.0286562
5.4512e-02,0.02845
5.4544e-02,0.028325
5.4576e-02,0.0285344
5.4608e-02,0.0285156
5.4640e-02,0.0286187
5.4672e-02,0.0286406
5.4704e-02,0.0286687
5.4736e-02,0.0290031
5.4768e-02,0.0293969
5.4800e-02,0.0302594
5.4832e-02,0.0303219
5.4864e-02,0.0299844
5.4896e-02,0.0294344
5.4928e-02,0.0281062
5.4960e-02,0.0278594
5.4992e-02,0.0280656
5.5024e-02,0.0284781
5.5056e-02,0.0283687
5.5088e-02,0.0287812
5.5120e-02,0.0285875
5.5152e-02,0.0290906
5.5184e-02,0.0301625
5.5216e-02,0.0297406
5.5248e-02,0.0306281
5.5280e-02,0.0305
5.5312e-02,0.0297937
5.5344e-02,0.0288469
5.5376e-02,0.0287094
5.5408e-02,0.0288531
5.5440e-02,0.0292187
5.5472e-02,0.0290906
5.5504e-02,0.0295937
5.5536e-02,0.0301906
5.5568e-02,0.0300312
5.5600e-02,0.0293062
5.5632e-02,0.0290719
5.5664e-02,0.0289187
5.5696e-02,0.0286844
5.5728e-02,0.0279969
5.5760e-02,0.0276437
5.5792e-02,0.0276344
5.5824e-02,0.0279187
5.5856e-02,0.0288969
5.5888e-02,0.0288281
5.5920e-02,0.028525
5.5952e-02,0.0294531
5.5984e-02,0.0303
5.6016e-02,0.0298531
5.6048e-02,0.0293281
5.6080e-02,0.027975
5.6112e-02,0.0274469
5.6144e-02,0.0274719
5.6176e-02,0.0277344
5.6208e-02,0.0278906
5.6240e-02,0.0278844
5.6272e-02,0.0274156
5.6304e-02,0.028675
5.6336e-02,0.0284656
5.6368e-02,0.0286562
5.6400e-02,0.0282062
5.6432e-02,0.0274844
5.6464e-02,0.0273937
5.6496e-02,0.0281031
5.6528e-02,0.0288656
5.6560e-02,0.0289594
5.6592e-02,0.028525
5.6624e-02,0.0288406
5.6656e-02,0.0282406
5.6688e-02,0.02835
5.6720e-02,0.0283656
5.6752e-02,0.0280281
5.6784e-02,0.0280531
5.6816e-02,0.02835
5.6848e-02,0.0286656
5.6880e-02,0.0290406
5.6912e-02,0.0284812
5.6944e-02,0.0280594
5.6976e-02,0.0278562
5.7008e-02,0.0272969
5.7040e-02,0.0271937
5.7072e-02,0.0269125
5.7104e-02,0.0270187
5.7136e-02,0.0261656
5.7168e-02,0.0262281
5.7200e-02,0.02645
5.7232e-02,0.0261969
5.7264e-02,0.0259719
5.7296e-02,0.0258656
5.7328e-02,0.0261312
5.7360e-02,0.0269
5.7392e-02,0.0266156
5.7424e-02,0.0266719
5.7456e-02,0.0270219
5.7488e-02,0.026825
5.7520e-02,0.0269594
5.7552e-02,0.0266875
5.7584e-02,0.0262687
5.7616e-02,0.0268125
5.7648e-02,0.026975
5.7680e-02,0.0277375
5.7712e-02,0.0273656
5.7744e-02,0.0271781
5.7776e-02,0.0283125
5.7808e-02,0.0297344
5.7840e-02,0.0293687
5.7872e-02,0.0288656
5.7904e-02,0.028225
5.7936e-02,0.0281437
5.7968e-02,0.02795
5.8000e-02,0.0279156
5.8032e-02,0.0273969
5.8064e-02,0.0282312
5.8096e-02,0.0283187
5.8128e-02,0.0283281
5.8160e-02,0.0281844
5.8192e-02,0.0274156
5.8224e-02,0.0276656
5.8256e-02,0.0276875
5.8288e-02,0.0278937
5.8320e-02,0.0272406
5.8352e-02,0.0271937
5.8384e-02,0.0279219
5.8416e-02,0.0285781
5.8448e-02,0.0280125
5.8480e-02,0.0269844
5.8512e-02,0.0266469
5.8544e-02,0.0275687
5.8576e-02,0.0287281
5.8608e-02,0.0286187
5.8640e-02,0.0285344
5.8672e-02,0.0278219
5.8704e-02,0.0267844
5.8736e-02,0.0270625
5.8768e-02,0.027025
5.8800e-02,0.0269812
5.8832e-02,0.0269
5.8864e-02,0.0266906
5.8896e-02,0.0264562
5.8928e-02,0.0262906
5.8960e-02,0.0269281
5.8992e-02,0.0276437
5.9024e-02,0.0274219
5.9056e-02,0.0270406
5.9088e-02,0.0273437
5.9120e-02,0.0283156
5.9152e-02,0.0292937
5.9184e-02,0.0291906
5.9216e-02,0.0291031
5.9248e-02,0.0288625
5.9280e-02,0.0285281
5.9312e-02,0.0274
5.9344e-02,0.0271687
5.9376e-02,0.0280281
5.9408e-02,0.0285
5.9440e-02,0.0289406
5.9472e-02,0.0281656
5.9504e-02,0.0283875
5.9536e-02,0.0286344
5.9568e-02,0.029825
5.9600e-02,0.029875
5.9632e-02,0.0300469
5.9664e-02,0.0299344
5.9696e-02,0.0305219
5.9728e-02,0.0318312
5.9760e-02,0.0336719
5.9792e-02,0.0336
5.9824e-02,0.0333125
5.9856e-02,0.0335312
5.9888e-02,0.0347719
5.9920e-02,0.0362312
5.9952e-02,0.0371594
5.9984e-02,0.0377
6.0016e-02,0.0389594
6.0048e-02,0.0400656
6.0080e-02,0.0405125
6.0112e-02,0.0413406
6.0144e-02,0.0416406
6.0176e-02,0.0426406
6.0208e-02,0.0439594
6.0240e-02,0.0460344
6.0272e-02,0.0470781
6.0304e-02,0.0482281
6.0336e-02,0.0480469
6.0368e-02,0.049575
6.0400e-02,0.0513781
6.0432e-02,0.0536312
6.0464e-02,0.0560375
6.0496e-02,0.0568344
6.0528e-02,0.0579375
6.0560e-02,0.059375
6.0592e-02,0.0625969
6.0624e-02,0.0640031
6.0656e-02,0.0671219
6.0688e-02,0.0690656
6.0720e-02,0.0689156
6.0752e-02,0.0698594
6.0784e-02,0.0731281
6.0816e-02,0.0745469
6.0848e-02,0.0752594
6.0880e-02,0.0769625
6.0912e-02,0.0769562
6.0944e-02,0.0755469
6.0976e-02,0.0755406
6.1008e-02,0.0744344
6.1040e-02,0.0737687
6.1072e-02,0.0736031
6.1104e-02,0.0748094
6.1136e-02,0.07555
6.1168e-02,0.0743187
6.1200e-02,0.0748969
6.1232e-02,0.0745344
6.1264e-02,0.0751125
6.1296e-02,0.075275
6.1328e-02,0.0749406
6.1360e-02,0.074225
6.1392e-02,0.0728469
6.1424e-02,0.0731719
6.1456e-02,0.0728469
6.1488e-02,0.0720187
6.1520e-02,0.0709719
6.1552e-02,0.0696031
6.1584e-02,0.0675875
6.1616e-02,0.0661562
6.1648e-02,0.0632219
6.1680e-02,0.0602125
6.1712e-02,0.0609312
6.1744e-02,0.0600562
6.1776e-02,0.0591906
6.1808e-02,0.0583562
6.1840e-02,0.0572281
6.1872e-02,0.0548469
6.1904e-02,0.0527187
6.1936e-02,0.0504594
6.1968e-02,0.0493844
6.2000e-02,0.0485
6.2032e-02,0.0465344
6.2064e-02,0.0442906
6.2096e-02,0.0432344
6.2128e-02,0.0433562
6.2160e-02,0.042825
6.2192e-02,0.0425875
6.2224e-02,0.0409812
6.2256e-02,0.0395375
6.2288e-02,0.03775
6.2320e-02,0.0372156
6.2352e-02,0.0363031
6.2384e-02,0.03525
6.2416e-02,0.0339281
6.2448e-02,0.0340406
6.2480e-02,0.0339781
6.2512e-02,0.0332312
6.2544e-02,0.0330562
6.2576e-02,0.0333125
6.2608e-02,0.0327812
6.2640e-02,0.0319344
6.2672e-02,0.0315781
6.2704e-02,0.0321312
6.2736e-02,0.0314125
6.2768e-02,0.0301875
6.2800e-02,0.0300344
6.2832e-02,0.0286812
6.2864e-02,0.0285187
6.2896e-02,0.0283281
6.2928e-02,0.0286906
6.2960e-02,0.0287375
6.2992e-02,0.0288562
6.3024e-02,0.0290281
6.3056e-02,0.0292281
6.3088e-02,0.0292937
6.3120e-02,0.0287656
6.3152e-02,0.0280187
6.3184e-02,0.0286875
6.3216e-02,0.02925
6.3248e-02,0.0298062
6.3280e-02,0.0302562
6.3312e-02,0.0307219
6.3344e-02,0.03025
6.3376e-02,0.0292656
6.3408e-02,0.0283031
6.3440e-02,0.0281062
6.3472e-02,0.0275625
6.3504e-02,0.0273406
6.3536e-02,0.0277031
6.3568e-02,0.0281594
6.3600e-02,0.0284875
6.3632e-02,0.0279187
6.3664e-02,0.0274562
6.3696e-02,0.0272344
6.3728e-02,0.0273969
6.3760e-02,0.0270844
6.3792e-02,0.0267781
6.3824e-02,0.0267562
6.3856e-02,0.0265656
6.3888e-02,0.0261875
6.3920e-02,0.0256406
6.3952e-02,0.0265562
6.3984e-02,0.0264281
6.4016e-02,0.0267125
6.4048e-02,0.0268094
6.4080e-02,0.0268469
6.4112e-02,0.0273031
6.4144e-02,0.0274469
6.4176e-02,0.0286281
6.4208e-02,0.0287187
6.4240e-02,0.0285406
6.4272e-02,0.02845
6.4304e-02,0.0276937
6.4336e-02,0.0280281
6.4368e-02,0.0285625
6.4400e-02,0.0284031
6.4432e-02,0.0284281
6.4464e-02,0.027675
6.4496e-02,0.0282
6.4528e-02,0.0280125
6.4560e-02,0.0277594
6.4592e-02,0.0281125
6.4624e-02,0.0282031
6.4656e-02,0.0290437
6.4688e-02,0.0285625
6.4720e-02,0.0278094
6.4752e-02,0.0271375
6.4784e-02,0.0269156
6.4816e-02,0.0265531
6.4848e-02,0.0265562
6.4880e-02,0.0267281
6.4912e-02,0.0275094
6.4944e-02,0.0283
6.4976e-02,0.0281969
6.5008e-02,0.0282375
6.5040e-02,0.0285906
6.5072e-02,0.0287937
6.5104e-02,0.0289719
6.5136e-02,0.0287219
6.5168e-02,0.0279781
6.5200e-02,0.0275719
6.5232e-02,0.0279437
6.5264e-02,0.0279781
6.5296e-02,0.0279625
6.5328e-02,0.0274375
6.5360e-02,0.0278562
6.5392e-02,0.0273969
6.5424e-02,0.0279437
6.5456e-02,0.0276875
6.5488e-02,0.0271094
6.5520e-02,0.0265375
6.5552e-02,0.026
6.5584e-02,0.0267125
6.5616e-02,0.0272094
6.5648e-02,0.0270562
6.5680e-02,0.0269469
6.5712e-02,0.0275094
6.5744e-02,0.0281156
6.5776e-02,0.028175
6.5808e-02,0.0286594
6.5840e-02,0.0303531
6.5872e-02,0.0312469
6.5904e-02,0.0314156
6.5936e-02,0.0305594
6.5968e-02,0.0296375
6.6000e-02,0.0291406
6.6032e-02,0.0289656
6.6064e-02,0.0283906
6.6096e-02,0.02745
6.6128e-02,0.0261969
6.6160e-02,0.0266594
6.6192e-02,0.0276375
6.6224e-02,0.0285531
6.6256e-02,0.0282562
6.6288e-02,0.027675
6.6320e-02,0.0276656
6.6352e-02,0.0282562
6.6384e-02,0.0289094
6.6416e-02,0.0289469
6.6448e-02,0.0289094
6.6480e-02,0.0280219
6.6512e-02,0.0276156
6.6544e-02,0.0271281
6.6576e-02,0.0271031
6.6608e-02,0.0283656
6.6640e-02,0.0292844
6.6672e-02,0.0302719
6.6704e-02,0.0307062
6.6736e-02,0.0306219
6.6768e-02,0.0302906
6.6800e-02,0.0298625
6.6832e-02,0.0296937
6.6864e-02,0.0303344
6.6896e-02,0.0289437
6.6928e-02,0.0283656
6.6960e-02,0.0287719
6.6992e-02,0.0285094
6.7024e-02,0.0281906
6.7056e-02,0.0282312
6.7088e-02,0.0277
6.7120e-02,0.0283625
6.7152e-02,0.0293375
6.7184e-02,0.0298656
6.7216e-02,0.0300375
6.7248e-02,0.0298062
6.7280e-02,0.0295437
6.7312e-02,0.0282875
6.7344e-02,0.0285781
6.7376e-02,0.0283469
6.7408e-02,0.0285625
6.7440e-02,0.029475
6.7472e-02,0.0298
6.7504e-02,0.0302656
6.7536e-02,0.0299094
6.7568e-02,0.0300531
6.7600e-02,0.029525
6.7632e-02,0.0295812
6.7664e-02,0.0291469
6.7696e-02,0.0297094
6.7728e-02,0.0296562
6.7760e-02,0.0297406
6.7792e-02,0.0297875
6.7824e-02,0.0299844
6.7856e-02,0.0300094
6.7888e-02,0.0291219
6.7920e-02,0.0293156
6.7952e-02,0.0294031
6.7984e-02,0.0298969
6.8016e-02,0.0307875
6.8048e-02,0.0311
6.8080e-02,0.0312937
6.8112e-02,0.0315187
6.8144e-02,0.0322031
6.8176e-02,0.0319437
6.8208e-02,0.0317062
6.8240e-02,0.0315656
6.8272e-02,0.0321281
6.8304e-02,0.0321875
6.8336e-02,0.0312656
6.8368e-02,0.0314
6.8400e-02,0.0324781
6.8432e-02,0.0330875
6.8464e-02,0.0343125
6.8496e-02,0.034275
6.8528e-02,0.033825
6.8560e-02,0.0345406
6.8592e-02,0.0354375
6.8624e-02,0.0355344
6.8656e-02,0.0351406
6.8688e-02,0.0357125
6.8720e-02,0.0368937
6.8752e-02,0.03785
6.8784e-02,0.0382594
6.8816e-02,0.0396781
6.8848e-02,0.040825
6.8880e-02,0.041525
6.8912e-02,0.043425
6.8944e-02,0.0451156
6.8976e-02,0.046725
6.9008e-02,0.049025
6.9040e-02,0.05075
6.9072e-02,0.052325
6.9104e-02,0.0530906
6.9136e-02,0.0535187
6.9168e-02,0.0557281
6.9200e-02,0.0561219
6.9232e-02,0.0568406
6.9264e-02,0.0587062
6.9296e-02,0.0610187
6.9328e-02,0.0614312
6.9360e-02,0.0622656
6.9392e-02,0.0641531
6.9424e-02,0.0657719
6.9456e-02,0.0665
6.9488e-02,0.0673469
6.9520e-02,0.0673969
6.9552e-02,0.0687656
6.9584e-02,0.068875
6.9616e-02,0.0672656
6.9648e-02,0.0680469
6.9680e-02,0.0702937
6.9712e-02,0.0702437
6.9744e-02,0.0705031
6.9776e-02,0.0691531
6.9808e-02,0.0681906
6.9840e-02,0.0687062
6.9872e-02,0.0694281
6.9904e-02,0.0691031
6.9936e-02,0.0681969
6.9968e-02,0.0668844
7.0000e-02,0.0660219
7.0032e-02,0.06435
7.0064e-02,0.0640062
7.0096e-02,0.0618219
7.0128e-02,0.0617656
7.0160e-02,0.0615937
7.0192e-02,0.0600469
7.0224e-02,0.0587594
7.0256e-02,0.0583594
7.0288e-02,0.0566344
7.0320e-02,0.0547156
7.0352e-02,0.0528469
7.0384e-02,0.050575
7.0416e-02,0.0473344
7.0448e-02,0.0452687
7.0480e-02,0.0436531
7.0512e-02,0.0418187
7.0544e-02,0.0406969
7.0576e-02,0.0401844
7.0608e-02,0.0388437
7.0640e-02,0.0371531
7.0672e-02,0.0365844
7.0704e-02,0.0363312
7.0736e-02,0.0359906
7.0768e-02,0.0342562
7.0800e-02,0.0329875
7.0832e-02,0.0327031
7.0864e-02,0.0322312
7.0896e-02,0.032325
7.0928e-02,0.0314687
7.0960e-02,0.0311312
7.0992e-02,0.0313219
7.1024e-02,0.0313187
7.1056e-02,0.03115
7.1088e-02,0.0324094
7.1120e-02,0.03325
7.1152e-02,0.0341562
7.1184e-02,0.0326031
7.1216e-02,0.0313969
7.1248e-02,0.0310719
7.1280e-02,0.0306312
7.1312e-02,0.0300937
7.1344e-02,0.0295094
7.1376e-02,0.0293594
7.1408e-02,0.0291625
7.1440e-02,0.0292312
7.1472e-02,0.0290156
7.1504e-02,0.0288031
7.1536e-02,0.028675
7.1568e-02,0.0291812
7.1600e-02,0.0304031
7.1632e-02,0.0296781
7.1664e-02,0.0297531
7.1696e-02,0.0300875
7.1728e-02,0.0293125
7.1760e-02,0.0297281
7.1792e-02,0.0290906
7.1824e-02,0.0282469
7.1856e-02,0.0285031
7.1888e-02,0.0286719
7.1920e-02,0.0283437
7.1952e-02,0.0278437
7.1984e-02,0.0279125
7.2016e-02,0.0286187
7.2048e-02,0.0291812
7.2080e-02,0.0290187
7.2112e-02,0.0285812
7.2144e-02,0.0288719
7.2176e-02,0.0289562
7.2208e-02,0.0284969
7.2240e-02,0.0290094
7.2272e-02,0.0299625
7.2304e-02,0.0293969
7.2336e-02,0.0288562
7.2368e-02,0.0284625
7.2400e-02,0.0289375
7.2432e-02,0.0293437
7.2464e-02,0.0291562
7.2496e-02,0.0283437
7.2528e-02,0.0283531
7.2560e-02,0.0280031
7.2592e-02,0.0280469
7.2624e-02,0.0285906
7.2656e-02,0.028775
7.2688e-02,0.0287969
7.2720e-02,0.0281437
7.2752e-02,0.0289437
7.2784e-02,0.0291156
7.2816e-02,0.0284187
7.2848e-02,0.0278625
7.2880e-02,0.0285156
7.2912e-02,0.0294
7.2944e-02,0.0294219
7.2976e-02,0.0290937
7.3008e-02,0.0280594
7.3040e-02,0.0274781
7.3072e-02,0.0267125
7.3104e-02,0.0268375
7.3136e-02,0.0275281
7.3168e-02,0.0279406
7.3200e-02,0.02835
7.3232e-02,0.0286344
7.3264e-02,0.0291625
7.3296e-02,0.0289937
7.3328e-02,0.0293156
7.3360e-02,0.0284719
7.3392e-02,0.0282687
7.3424e-02,0.0279812
7.3456e-02,0.0282437
7.3488e-02,0.0279094
7.3520e-02,0.0277625
7.3552e-02,0.0276406
7.3584e-02,0.0277719
7.3616e-02,0.0274344
7.3648e-02,0.0276031
7.3680e-02,0.0273094
7.3712e-02,0.0277062
7.3744e-02,0.0278031
7.3776e-02,0.0279906
7.3808e-02,0.0277562
7.3840e-02,0.0288187
7.3872e-02,0.0304031
7.3904e-02,0.0301406
7.3936e-02,0.0301
7.3968e-02,0.0299156
7.4000e-02,0.0295906
7.4032e-02,0.028875
7.4064e-02,0.0279156
7.4096e-02,0.0274812
7.4128e-02,0.027925
7.4160e-02,0.0290437
7.4192e-02,0.0291156
7.4224e-02,0.0288094
7.4256e-02,0.0288844
7.4288e-02,0.0287781
7.4320e-02,0.0288937
7.4352e-02,0.0286844
7.4384e-02,0.0285125
7.4416e-02,0.0282812
7.4448e-02,0.0284594
7.4480e-02,0.0294344
7.4512e-02,0.0297219
7.4544e-02,0.0296406
7.4576e-02,0.0306187
7.4608e-02,0.0304469
7.4640e-02,0.0298469
7.4672e-02,0.0304562
7.4704e-02,0.0311469
7.4736e-02,0.0307125
7.4768e-02,0.0308406
7.4800e-02,0.0307687
7.4832e-02,0.0304156
7.4864e-02,0.0293125
7.4896e-02,0.0293281
7.4928e-02,0.0290031
7.4960e-02,0.0293562
7.4992e-02,0.0301594
7.5024e-02,0.0303656
7.5056e-02,0.0303906
7.5088e-02,0.0297844
7.5120e-02,0.0289062
7.5152e-02,0.0290469
7.5184e-02,0.0288719
7.5216e-02,0.0285687
7.5248e-02,0.0293375
7.5280e-02,0.0291187
7.5312e-02,0.0287562
7.5344e-02,0.0286687
7.5376e-02,0.0291625
7.5408e-02,0.0292625
7.5440e-02,0.0288437
7.5472e-02,0.0287187
7.5504e-02,0.0289625
7.5536e-02,0.0284375
7.5568e-02,0.0283312
7.5600e-02,0.0281969
7.5632e-02,0.02835
7.5664e-02,0.0281469
