Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
7.5696e-02,0.0284531
7.5728e-02,0.0289844
7.5760e-02,0.0285812
7.5792e-02,0.02865
7.5824e-02,0.0289719
7.5856e-02,0.0281594
7.5888e-02,0.0270531
7.5920e-02,0.02665
7.5952e-02,0.0272719
7.5984e-02,0.0277469
7.6016e-02,0.0280687
7.6048e-02,0.0282406
7.6080e-02,0.0287656
7.6112e-02,0.0288344
7.6144e-02,0.0285875
7.6176e-02,0.0270812
7.6208e-02,0.0261094
7.6240e-02,0.0255156
7.6272e-02,0.0261531
7.6304e-02,0.0263469
7.6336e-02,0.0276219
7.6368e-02,0.0276031
7.6400e-02,0.02675
7.6432e-02,0.0264781
7.6464e-02,0.0264094
7.6496e-02,0.0270469
7.6528e-02,0.0274875
7.6560e-02,0.02725
7.6592e-02,0.0271562
7.6624e-02,0.02775
7.6656e-02,0.0280875
7.6688e-02,0.0271531
7.6720e-02,0.0271156
7.6752e-02,0.026725
7.6784e-02,0.0269844
7.6816e-02,0.0270937
7.6848e-02,0.0271281
7.6880e-02,0.0278437
7.6912e-02,0.0280281
7.6944e-02,0.028075
7.6976e-02,0.0276469
7.7008e-02,0.0268187
7.7040e-02,0.0266062
7.7072e-02,0.0271312
7.7104e-02,0.0271062
7.7136e-02,0.0270031
7.7168e-02,0.0274344
7.7200e-02,0.0276781
7.7232e-02,0.0278062
7.7264e-02,0.0272969
7.7296e-02,0.0275219
7.7328e-02,0.0272969
7.7360e-02,0.0270969
7.7392e-02,0.0264937
7.7424e-02,0.0270187
7.7456e-02,0.027075
7.7488e-02,0.0274312
7.7520e-02,0.0276875
7.7552e-02,0.0277969
7.7584e-02,0.02755
7.7616e-02,0.0274031
7.7648e-02,0.0279219
7.7680e-02,0.0280937
7.7712e-02,0.0275594
7.7744e-02,0.0275875
7.7776e-02,0.0275344
7.7808e-02,0.0271125
7.7840e-02,0.0265
7.7872e-02,0.0265937
7.7904e-02,0.0270687
7.7936e-02,0.0273281
7.7968e-02,0.0278687
7.8000e-02,0.0274812
7.8032e-02,0.02725
7.8064e-02,0.0268094
7.8096e-02,0.0262812
7.8128e-02,0.0270062
7.8160e-02,0.0279375
7.8192e-02,0.02855
7.8224e-02,0.0288812
7.8256e-02,0.0287906
7.8288e-02,0.0283
7.8320e-02,0.0283844
7.8352e-02,0.028725
7.8384e-02,0.0289781
7.8416e-02,0.0289281
7.8448e-02,0.0290219
7.8480e-02,0.0294656
7.8512e-02,0.0286781
7.8544e-02,0.029575
7.8576e-02,0.0306062
7.8608e-02,0.0310125
7.8640e-02,0.0301156
7.8672e-02,0.0301562
7.8704e-02,0.0301656
7.8736e-02,0.0297406
7.8768e-02,0.0294562
7.8800e-02,0.0304594
7.8832e-02,0.0303687
7.8864e-02,0.0307531
7.8896e-02,0.0314594
7.8928e-02,0.0341344
7.8960e-02,0.0349875
7.8992e-02,0.0360875
7.9024e-02,0.0369969
7.9056e-02,0.0375656
7.9088e-02,0.0389531
7.9120e-02,0.0401281
7.9152e-02,0.0420062
7.9184e-02,0.0428437
7.9216e-02,0.0436469
7.9248e-02,0.0453125
7.9280e-02,0.0463375
7.9312e-02,0.0459656
7.9344e-02,0.0475312
7.9376e-02,0.0492312
7.9408e-02,0.0502406
7.9440e-02,0.0526437
7.9472e-02,0.0543625
7.9504e-02,0.0545125
7.9536e-02,0.0578562
7.9568e-02,0.0572281
7.9600e-02,0.0584844
7.9632e-02,0.0588469
7.9664e-02,0.0601344
7.9696e-02,0.0623125
7.9728e-02,0.0637594
7.9760e-02,0.0670781
7.9792e-02,0.0696812
7.9824e-02,0.0710812
7.9856e-02,0.0714656
7.9888e-02,0.0714937
7.9920e-02,0.0708062
7.9952e-02,0.0713281
7.9984e-02,0.0700219
8.0016e-02,0.0688906
8.0048e-02,0.0708625
8.0080e-02,0.0733031
8.0112e-02,0.0760687
8.0144e-02,0.0756344
8.0176e-02,0.0747125
8.0208e-02,0.0741125
8.0240e-02,0.0749062
8.0272e-02,0.0745187
8.0304e-02,0.0751187
8.0336e-02,0.0737875
8.0368e-02,0.07045
8.0400e-02,0.06995
8.0432e-02,0.0709406
8.0464e-02,0.0707344
8.0496e-02,0.0692656
8.0528e-02,0.0669125
8.0560e-02,0.0641281
8.0592e-02,0.0634437
8.0624e-02,0.0636375
8.0656e-02,0.0632344
8.0688e-02,0.0607594
8.0720e-02,0.0586375
8.0752e-02,0.05685
8.0784e-02,0.056825
8.0816e-02,0.0559219
8.0848e-02,0.0546312
8.0880e-02,0.0525062
8.0912e-02,0.0514281
8.0944e-02,0.0494062
8.0976e-02,0.0481094
8.1008e-02,0.0468625
8.1040e-02,0.0468687
8.1072e-02,0.045575
8.1104e-02,0.0439812
8.1136e-02,0.0429
8.1168e-02,0.0409031
8.1200e-02,0.0400406
8.1232e-02,0.0395531
8.1264e-02,0.0382
8.1296e-02,0.0365812
8.1328e-02,0.0362031
8.1360e-02,0.0355656
8.1392e-02,0.0347937
8.1424e-02,0.033725
8.1456e-02,0.0325656
8.1488e-02,0.0322094
8.1520e-02,0.0325
8.1552e-02,0.032025
8.1584e-02,0.0310969
8.1616e-02,0.0307875
8.1648e-02,0.0306969
8.1680e-02,0.0300812
8.1712e-02,0.0298469
8.1744e-02,0.0299719
8.1776e-02,0.0300531
8.1808e-02,0.0297375
8.1840e-02,0.0289375
8.1872e-02,0.02885
8.1904e-02,0.0295687
8.1936e-02,0.0293594
8.1968e-02,0.0293
8.2000e-02,0.0286
8.2032e-02,0.0283344
8.2064e-02,0.0285656
8.2096e-02,0.0284406
8.2128e-02,0.0283375
8.2160e-02,0.0288094
8.2192e-02,0.0294437
8.2224e-02,0.0293406
8.2256e-02,0.0288
8.2288e-02,0.0281
8.2320e-02,0.0268781
8.2352e-02,0.0262031
8.2384e-02,0.0264687
8.2416e-02,0.0262281
8.2448e-02,0.0263281
8.2480e-02,0.0265594
8.2512e-02,0.0262781
8.2544e-02,0.0262125
8.2576e-02,0.0267812
8.2608e-02,0.0273375
8.2640e-02,0.0280437
8.2672e-02,0.0274531
8.2704e-02,0.0270156
8.2736e-02,0.0273031
8.2768e-02,0.0283312
8.2800e-02,0.0276219
8.2832e-02,0.0269062
8.2864e-02,0.0267406
8.2896e-02,0.0272687
8.2928e-02,0.027925
8.2960e-02,0.0277
8.2992e-02,0.0269281
8.3024e-02,0.0270844
8.3056e-02,0.0263656
8.3088e-02,0.0263687
8.3120e-02,0.0264781
8.3152e-02,0.0268281
8.3184e-02,0.0275687
8.3216e-02,0.02755
8.3248e-02,0.0275312
8.3280e-02,0.0270125
8.3312e-02,0.0274437
8.3344e-02,0.0279844
8.3376e-02,0.0284219
8.3408e-02,0.0283437
8.3440e-02,0.0279062
8.3472e-02,0.0270781
8.3504e-02,0.0267562
8.3536e-02,0.0263156
8.3568e-02,0.0267625
8.3600e-02,0.0279312
8.3632e-02,0.0278719
8.3664e-02,0.0276719
8.3696e-02,0.0289219
8.3728e-02,0.0285469
8.3760e-02,0.0278656
8.3792e-02,0.0276281
8.3824e-02,0.0272969
8.3856e-02,0.0280375
8.3888e-02,0.0289812
8.3920e-02,0.0281812
8.3952e-02,0.0279594
8.3984e-02,0.0282937
8.4016e-02,0.0293094
8.4048e-02,0.0296687
8.4080e-02,0.0301812
8.4112e-02,0.0304625
8.4144e-02,0.0299906
8.4176e-02,0.0299031
8.4208e-02,0.0291594
8.4240e-02,0.0290812
8.4272e-02,0.0289031
8.4304e-02,0.0297344
8.4336e-02,0.0294062
8.4368e-02,0.0286344
8.4400e-02,0.0284812
8.4432e-02,0.0300937
8.4464e-02,0.0297937
8.4496e-02,0.02935
8.4528e-02,0.0282531
8.4560e-02,0.0275781
8.4592e-02,0.0286781
8.4624e-02,0.0287875
8.4656e-02,0.0290375
8.4688e-02,0.0282312
8.4720e-02,0.0279156
8.4752e-02,0.0283469
8.4784e-02,0.0283094
8.4816e-02,0.0282656
8.4848e-02,0.0287844
8.4880e-02,0.0289
8.4912e-02,0.0286125
8.4944e-02,0.0279156
8.4976e-02,0.0275844
8.5008e-02,0.0282375
8.5040e-02,0.0285531
8.5072e-02,0.0277344
8.5104e-02,0.027325
8.5136e-02,0.0272125
8.5168e-02,0.027575
8.5200e-02,0.0280344
8.5232e-02,0.0285812
8.5264e-02,0.0287406
8.5296e-02,0.0291969
8.5328e-02,0.0293469
8.5360e-02,0.0290812
8.5392e-02,0.0291719
8.5424e-02,0.0297187
8.5456e-02,0.0292
8.5488e-02,0.0289062
8.5520e-02,0.0294969
8.5552e-02,0.0292844
8.5584e-02,0.0292
8.5616e-02,0.0287844
8.5648e-02,0.0288531
8.5680e-02,0.0281812
8.5712e-02,0.0284469
8.5744e-02,0.0287312
8.5776e-02,0.0290875
8.5808e-02,0.0291031
8.5840e-02,0.0303594
8.5872e-02,0.0304094
8.5904e-02,0.0304125
8.5936e-02,0.03055
8.5968e-02,0.0310937
8.6000e-02,0.0305625
8.6032e-02,0.0298125
8.6064e-02,0.0300281
8.6096e-02,0.0303344
8.6128e-02,0.0304281
8.6160e-02,0.0289312
8.6192e-02,0.02915
8.6224e-02,0.0307344
8.6256e-02,0.03075
8.6288e-02,0.03195
8.6320e-02,0.0318531
8.6352e-02,0.0311219
8.6384e-02,0.0303094
8.6416e-02,0.0301094
8.6448e-02,0.0301531
8.6480e-02,0.0305219
8.6512e-02,0.0304969
8.6544e-02,0.0301625
8.6576e-02,0.0296937
8.6608e-02,0.0289875
8.6640e-02,0.0297062
8.6672e-02,0.0306219
8.6704e-02,0.0314344
8.6736e-02,0.03135
8.6768e-02,0.0316219
8.6800e-02,0.0309344
8.6832e-02,0.0305219
8.6864e-02,0.0307656
8.6896e-02,0.031325
8.6928e-02,0.0317219
8.6960e-02,0.03135
8.6992e-02,0.0313187
8.7024e-02,0.030875
8.7056e-02,0.0312094
8.7088e-02,0.0313812
8.7120e-02,0.0323531
8.7152e-02,0.0326281
8.7184e-02,0.0328781
8.7216e-02,0.0339375
8.7248e-02,0.0348812
8.7280e-02,0.0345062
8.7312e-02,0.0346781
8.7344e-02,0.0360687
8.7376e-02,0.0367406
8.7408e-02,0.0370937
8.7440e-02,0.0386781
8.7472e-02,0.0405594
8.7504e-02,0.0416469
8.7536e-02,0.0424875
8.7568e-02,0.0428625
8.7600e-02,0.0431781
8.7632e-02,0.0447625
8.7664e-02,0.0455687
8.7696e-02,0.0474437
8.7728e-02,0.05095
8.7760e-02,0.0537469
8.7792e-02,0.055575
8.7824e-02,0.0567937
8.7856e-02,0.0575844
8.7888e-02,0.0592562
8.7920e-02,0.0594031
8.7952e-02,0.0604125
8.7984e-02,0.0616344
8.8016e-02,0.0635094
8.8048e-02,0.0650125
8.8080e-02,0.0666375
8.8112e-02,0.067125
8.8144e-02,0.0669406
8.8176e-02,0.0675531
8.8208e-02,0.0678875
8.8240e-02,0.0677187
8.8272e-02,0.0680406
8.8304e-02,0.0678187
8.8336e-02,0.0684187
8.8368e-02,0.0681094
8.8400e-02,0.0675781
8.8432e-02,0.0674625
8.8464e-02,0.0664625
8.8496e-02,0.0667719
8.8528e-02,0.0684406
8.8560e-02,0.0672969
8.8592e-02,0.0660781
8.8624e-02,0.066825
8.8656e-02,0.0655812
8.8688e-02,0.0614344
8.8720e-02,0.0582312
8.8752e-02,0.0571406
8.8784e-02,0.0563375
8.8816e-02,0.0566875
8.8848e-02,0.0555937
8.8880e-02,0.0545687
8.8912e-02,0.0534375
8.8944e-02,0.0523406
8.8976e-02,0.0516844
8.9008e-02,0.0500687
8.9040e-02,0.0477375
8.9072e-02,0.0458469
8.9104e-02,0.0447937
8.9136e-02,0.04275
8.9168e-02,0.0408937
8.9200e-02,0.0408406
8.9232e-02,0.0405437
8.9264e-02,0.0398
8.9296e-02,0.0389469
8.9328e-02,0.0372312
8.9360e-02,0.0372125
8.9392e-02,0.0367156
8.9424e-02,0.0365906
8.9456e-02,0.0349687
8.9488e-02,0.0343406
8.9520e-02,0.0332719
8.9552e-02,0.0330312
8.9584e-02,0.03215
8.9616e-02,0.0316937
8.9648e-02,0.0312906
8.9680e-02,0.0303625
8.9712e-02,0.0313281
8.9744e-02,0.0320812
8.9776e-02,0.0321594
8.9808e-02,0.0314187
8.9840e-02,0.0300812
8.9872e-02,0.0306656
8.9904e-02,0.030975
8.9936e-02,0.0312812
8.9968e-02,0.0307625
9.0000e-02,0.0310656
9.0032e-02,0.0313
9.0064e-02,0.0313469
9.0096e-02,0.0308281
9.0128e-02,0.0306375
9.0160e-02,0.0303906
9.0192e-02,0.0295687
9.0224e-02,0.0302531
9.0256e-02,0.0292844
9.0288e-02,0.0289312
9.0320e-02,0.0288125
9.0352e-02,0.0293156
9.0384e-02,0.0296437
9.0416e-02,0.0291187
9.0448e-02,0.0285437
9.0480e-02,0.0283844
9.0512e-02,0.0281187
9.0544e-02,0.028675
9.0576e-02,0.029075
9.0608e-02,0.0284437
9.0640e-02,0.0280781
9.0672e-02,0.028125
9.0704e-02,0.0287094
9.0736e-02,0.0288969
9.0768e-02,0.0299594
9.0800e-02,0.0291531
9.0832e-02,0.0295094
9.0864e-02,0.029325
9.0896e-02,0.02905
9.0928e-02,0.0295969
9.0960e-02,0.0292437
9.0992e-02,0.0297312
9.1024e-02,0.0286469
9.1056e-02,0.027875
9.1088e-02,0.0280531
9.1120e-02,0.0282906
9.1152e-02,0.0279281
9.1184e-02,0.0275625
9.1216e-02,0.0274625
9.1248e-02,0.0279719
9.1280e-02,0.0285812
9.1312e-02,0.0286969
9.1344e-02,0.0287844
9.1376e-02,0.0289844
9.1408e-02,0.0293187
9.1440e-02,0.0293094
9.1472e-02,0.0286719
9.1504e-02,0.0287937
9.1536e-02,0.0281844
9.1568e-02,0.0279281
9.1600e-02,0.0283781
9.1632e-02,0.0282469
9.1664e-02,0.0278156
9.1696e-02,0.0273031
9.1728e-02,0.0268375
9.1760e-02,0.0267219
9.1792e-02,0.0271906
9.1824e-02,0.0273437
9.1856e-02,0.0276312
9.1888e-02,0.028675
9.1920e-02,0.0296625
9.1952e-02,0.0293531
9.1984e-02,0.0293219
9.2016e-02,0.0291656
9.2048e-02,0.0289719
9.2080e-02,0.0289625
9.2112e-02,0.0286687
9.2144e-02,0.0278844
9.2176e-02,0.0278406
9.2208e-02,0.0273812
9.2240e-02,0.0267656
9.2272e-02,0.0266406
9.2304e-02,0.0277469
9.2336e-02,0.0276531
9.2368e-02,0.0278594
9.2400e-02,0.0274844
9.2432e-02,0.0276719
9.2464e-02,0.0285469
9.2496e-02,0.0292062
9.2528e-02,0.0302594
9.2560e-02,0.0296625
9.2592e-02,0.0294062
9.2624e-02,0.0298656
9.2656e-02,0.0295375
9.2688e-02,0.0287656
9.2720e-02,0.0288594
9.2752e-02,0.0284969
9.2784e-02,0.0286094
9.2816e-02,0.0286906
9.2848e-02,0.0282875
9.2880e-02,0.0282469
9.2912e-02,0.0279219
9.2944e-02,0.0284469
9.2976e-02,0.0290094
9.3008e-02,0.0298406
9.3040e-02,0.0301969
9.3072e-02,0.0313312
9.3104e-02,0.0305219
9.3136e-02,0.0299125
9.3168e-02,0.0312219
9.3200e-02,0.03155
9.3232e-02,0.0306156
9.3264e-02,0.0313687
9.3296e-02,0.0300594
9.3328e-02,0.0298
9.3360e-02,0.0296781
9.3392e-02,0.0293062
9.3424e-02,0.0294375
9.3456e-02,0.0292437
9.3488e-02,0.0295437
9.3520e-02,0.0292719
9.3552e-02,0.0290937
9.3584e-02,0.0294
9.3616e-02,0.0293531
9.3648e-02,0.0297
9.3680e-02,0.0296312
9.3712e-02,0.0290906
9.3744e-02,0.0288281
9.3776e-02,0.0286812
9.3808e-02,0.0282312
9.3840e-02,0.0280969
9.3872e-02,0.0288219
9.3904e-02,0.0296031
9.3936e-02,0.0298281
9.3968e-02,0.0296312
9.4000e-02,0.0294781
9.4032e-02,0.0284875
9.4064e-02,0.0279625
9.4096e-02,0.0278281
9.4128e-02,0.0273125
9.4160e-02,0.0273312
9.4192e-02,0.0266094
9.4224e-02,0.0262156
9.4256e-02,0.0267875
9.4288e-02,0.0272562
9.4320e-02,0.0279156
9.4352e-02,0.028275
9.4384e-02,0.0288281
9.4416e-02,0.0293687
9.4448e-02,0.0291437
9.4480e-02,0.0280719
9.4512e-02,0.0274969
9.4544e-02,0.0275562
9.4576e-02,0.0274906
9.4608e-02,0.0269531
9.4640e-02,0.0270469
9.4672e-02,0.0269812
9.4704e-02,0.0270469
9.4736e-02,0.0271375
9.4768e-02,0.027275
9.4800e-02,0.0276094
9.4832e-02,0.0278719
9.4864e-02,0.0271687
9.4896e-02,0.0260937
9.4928e-02,0.0267844
9.4960e-02,0.027575
9.4992e-02,0.0274969
9.5024e-02,0.0271219
9.5056e-02,0.0268062
9.5088e-02,0.0266219
9.5120e-02,0.0264344
9.5152e-02,0.0255875
9.5184e-02,0.0260875
9.5216e-02,0.0259656
9.5248e-02,0.0252875
9.5280e-02,0.0253437
9.5312e-02,0.0255937
9.5344e-02,0.026675
9.5376e-02,0.0273469
9.5408e-02,0.0288312
9.5440e-02,0.0290344
9.5472e-02,0.0288312
9.5504e-02,0.0285281
9.5536e-02,0.028075
9.5568e-02,0.0281031
9.5600e-02,0.0285469
9.5632e-02,0.0280812
9.5664e-02,0.0278312
9.5696e-02,0.0278562
9.5728e-02,0.0279531
9.5760e-02,0.0275906
9.5792e-02,0.027275
9.5824e-02,0.0269156
9.5856e-02,0.0261625
9.5888e-02,0.0255906
9.5920e-02,0.026475
9.5952e-02,0.0270781
9.5984e-02,0.0266844
9.6016e-02,0.0268969
9.6048e-02,0.0269437
9.6080e-02,0.027625
9.6112e-02,0.027775
9.6144e-02,0.0273719
9.6176e-02,0.0270437
9.6208e-02,0.0280625
9.6240e-02,0.0278312
9.6272e-02,0.0278187
9.6304e-02,0.0280281
9.6336e-02,0.02755
9.6368e-02,0.0268406
9.6400e-02,0.02675
9.6432e-02,0.0268125
9.6464e-02,0.026675
9.6496e-02,0.02705
9.6528e-02,0.0277375
9.6560e-02,0.0278906
9.6592e-02,0.0276375
9.6624e-02,0.0281375
9.6656e-02,0.028025
9.6688e-02,0.0282625
9.6720e-02,0.0288469
9.6752e-02,0.0287781
9.6784e-02,0.0283906
9.6816e-02,0.0277906
9.6848e-02,0.0275906
9.6880e-02,0.0278375
9.6912e-02,0.0287406
9.6944e-02,0.0290219
9.6976e-02,0.0286187
9.7008e-02,0.029175
9.7040e-02,0.0296156
9.7072e-02,0.0305719
9.7104e-02,0.032
9.7136e-02,0.0331531
9.7168e-02,0.0339062
9.7200e-02,0.0358625
9.7232e-02,0.0358531
9.7264e-02,0.0371875
9.7296e-02,0.0378625
9.7328e-02,0.0384531
9.7360e-02,0.0393406
9.7392e-02,0.0398469
9.7424e-02,0.0399812
9.7456e-02,0.0411937
9.7488e-02,0.0413781
9.7520e-02,0.0415594
9.7552e-02,0.0422656
9.7584e-02,0.0425719
9.7616e-02,0.0452031
9.7648e-02,0.0491281
9.7680e-02,0.0495094
9.7712e-02,0.0503594
9.7744e-02,0.0522969
9.7776e-02,0.0531469
9.7808e-02,0.0540062
9.7840e-02,0.05485
9.7872e-02,0.0566781
9.7904e-02,0.0578531
9.7936e-02,0.0592562
9.7968e-02,0.0611719
9.8000e-02,0.0617219
9.8032e-02,0.0643531
9.8064e-02,0.0640469
9.8096e-02,0.0650094
9.8128e-02,0.0661469
9.8160e-02,0.0681094
9.8192e-02,0.0698219
9.8224e-02,0.0711156
9.8256e-02,0.0724312
9.8288e-02,0.0735
9.8320e-02,0.0736312
9.8352e-02,0.0748406
9.8384e-02,0.0746437
9.8416e-02,0.0742344
9.8448e-02,0.0732719
9.8480e-02,0.0719562
9.8512e-02,0.0706625
9.8544e-02,0.0695094
9.8576e-02,0.068575
9.8608e-02,0.0694125
9.8640e-02,0.0686625
9.8672e-02,0.0682062
9.8704e-02,0.067225
9.8736e-02,0.0665719
9.8768e-02,0.0666625
9.8800e-02,0.0654375
9.8832e-02,0.0636875
9.8864e-02,0.0635687
9.8896e-02,0.0650906
9.8928e-02,0.0638312
9.8960e-02,0.0631844
9.8992e-02,0.0628656
9.9024e-02,0.0611625
9.9056e-02,0.0606094
9.9088e-02,0.0596219
9.9120e-02,0.0582312
9.9152e-02,0.0558156
9.9184e-02,0.0532312
9.9216e-02,0.0511656
9.9248e-02,0.0495094
9.9280e-02,0.04825
9.9312e-02,0.0471344
9.9344e-02,0.046375
9.9376e-02,0.0440719
9.9408e-02,0.0429031
9.9440e-02,0.0420781
9.9472e-02,0.0423719
9.9504e-02,0.0410187
9.9536e-02,0.0394281
9.9568e-02,0.0391375
9.9600e-02,0.0376312
9.9632e-02,0.0359875
9.9664e-02,0.0354656
9.9696e-02,0.0350094
9.9728e-02,0.0347469
9.9760e-02,0.0352656
9.9792e-02,0.034425
9.9824e-02,0.0342406
9.9856e-02,0.0337594
9.9888e-02,0.0330687
9.9920e-02,0.0326094
9.9952e-02,0.0318656
9.9984e-02,0.0306656
1.0002e-01,0.0312531
1.0005e-01,0.0320687
1.0008e-01,0.03105
1.0011e-01,0.0298969
1.0014e-01,0.0293937
1.0018e-01,0.0285562
1.0021e-01,0.0287
1.0024e-01,0.0286
1.0027e-01,0.0284562
1.0030e-01,0.028575
1.0034e-01,0.0276719
1.0037e-01,0.0269562
1.0040e-01,0.0264875
1.0043e-01,0.0266406
1.0046e-01,0.0270375
1.0050e-01,0.0270062
1.0053e-01,0.0274562
1.0056e-01,0.0267406
1.0059e-01,0.0265469
1.0062e-01,0.0262437
1.0066e-01,0.0263406
1.0069e-01,0.0265156
1.0072e-01,0.0270875
1.0075e-01,0.0268031
1.0078e-01,0.0269656
1.0082e-01,0.0271906
1.0085e-01,0.0272812
1.0088e-01,0.0280156
1.0091e-01,0.0286187
1.0094e-01,0.02905
1.0098e-01,0.0286812
1.0101e-01,0.0285719
1.0104e-01,0.0281187
1.0107e-01,0.0272125
1.0110e-01,0.0268844
1.0114e-01,0.0264937
1.0117e-01,0.0273281
1.0120e-01,0.0270906
1.0123e-01,0.0272906
1.0126e-01,0.0277937
1.0130e-01,0.0275531
1.0133e-01,0.0277031
1.0136e-01,0.0272562
1.0139e-01,0.0275844
1.0142e-01,0.0273969
1.0146e-01,0.0275062
1.0149e-01,0.0271937
1.0152e-01,0.0267844
1.0155e-01,0.0269812
1.0158e-01,0.0275719
1.0162e-01,0.0276469
1.0165e-01,0.0269094
1.0168e-01,0.0268594
1.0171e-01,0.0268844
1.0174e-01,0.026975
1.0178e-01,0.0275594
1.0181e-01,0.0285219
1.0184e-01,0.0283844
1.0187e-01,0.0279625
1.0190e-01,0.0285344
1.0194e-01,0.0286719
1.0197e-01,0.0281437
1.0200e-01,0.0285531
1.0203e-01,0.0289125
1.0206e-01,0.0290719
1.0210e-01,0.0289875
1.0213e-01,0.0294062
1.0216e-01,0.0288625
1.0219e-01,0.0288656
1.0222e-01,0.028475
1.0226e-01,0.0281437
1.0229e-01,0.0282562
1.0232e-01,0.0281969
1.0235e-01,0.0283437
1.0238e-01,0.0285219
1.0242e-01,0.0287969
1.0245e-01,0.028675
1.0248e-01,0.027675
1.0251e-01,0.0280937
1.0254e-01,0.0290906
1.0258e-01,0.0290719
1.0261e-01,0.0282656
1.0264e-01,0.0280594
1.0267e-01,0.0281906
1.0270e-01,0.028525
1.0274e-01,0.0286937
1.0277e-01,0.02795
1.0280e-01,0.0280125
1.0283e-01,0.0277687
1.0286e-01,0.0276281
1.0290e-01,0.0271625
1.0293e-01,0.0274
1.0296e-01,0.0280312
1.0299e-01,0.0283219
1.0302e-01,0.0287187
1.0306e-01,0.0286312
1.0309e-01,0.0284531
1.0312e-01,0.0277062
1.0315e-01,0.0279187
1.0318e-01,0.0288562
1.0322e-01,0.0290562
1.0325e-01,0.0289812
1.0328e-01,0.0287812
1.0331e-01,0.0285437
1.0334e-01,0.0279312
1.0338e-01,0.0281094
1.0341e-01,0.0280281
1.0344e-01,0.0284437
1.0347e-01,0.0290062
1.0350e-01,0.0290469
1.0354e-01,0.02885
1.0357e-01,0.0280687
1.0360e-01,0.02885
1.0363e-01,0.0284094
1.0366e-01,0.0289281
1.0370e-01,0.0292156
1.0373e-01,0.0297594
1.0376e-01,0.0288844
1.0379e-01,0.0291219
1.0382e-01,0.0292906
1.0386e-01,0.0298656
1.0389e-01,0.0297125
1.0392e-01,0.0292594
1.0395e-01,0.029325
1.0398e-01,0.0294
1.0402e-01,0.0291625
1.0405e-01,0.0294312
1.0408e-01,0.0293594
1.0411e-01,0.029
1.0414e-01,0.0291094
1.0418e-01,0.0289594
1.0421e-01,0.0289344
1.0424e-01,0.0281875
1.0427e-01,0.0275562
1.0430e-01,0.0268062
1.0434e-01,0.0274875
1.0437e-01,0.0287437
1.0440e-01,0.0292875
1.0443e-01,0.0295906
1.0446e-01,0.0294406
1.0450e-01,0.0297031
1.0453e-01,0.0299187
1.0456e-01,0.0301875
1.0459e-01,0.0305344
1.0462e-01,0.03045
1.0466e-01,0.0300062
1.0469e-01,0.0302469
1.0472e-01,0.0301969
1.0475e-01,0.0302312
1.0478e-01,0.0312094
1.0482e-01,0.030225
1.0485e-01,0.0295562
1.0488e-01,0.0293531
1.0491e-01,0.0295844
1.0494e-01,0.0291
1.0498e-01,0.0295594
1.0501e-01,0.0295625
1.0504e-01,0.0303469
1.0507e-01,0.0314375
1.0510e-01,0.0315125
1.0514e-01,0.0309125
1.0517e-01,0.03045
1.0520e-01,0.0306687
1.0523e-01,0.0308031
1.0526e-01,0.0308781
1.0530e-01,0.0308969
1.0533e-01,0.0305
1.0536e-01,0.0296125
1.0539e-01,0.0293344
1.0542e-01,0.0301219
1.0546e-01,0.0297812
1.0549e-01,0.0288969
1.0552e-01,0.0294875
1.0555e-01,0.0299031
1.0558e-01,0.029175
1.0562e-01,0.0292031
1.0565e-01,0.0287625
1.0568e-01,0.0286781
1.0571e-01,0.0286125
1.0574e-01,0.0290844
1.0578e-01,0.0301906
1.0581e-01,0.0300125
1.0584e-01,0.0306375
1.0587e-01,0.0295625
1.0590e-01,0.029225
1.0594e-01,0.029375
1.0597e-01,0.029225
1.0600e-01,0.0294156
1.0603e-01,0.0302187
1.0606e-01,0.0305719
1.0610e-01,0.0308062
1.0613e-01,0.0298406
1.0616e-01,0.0292031
1.0619e-01,0.0286156
1.0622e-01,0.0287656
1.0626e-01,0.0291125
1.0629e-01,0.0287906
1.0632e-01,0.0288812
1.0635e-01,0.0291406
1.0638e-01,0.0289094
1.0642e-01,0.0289531
1.0645e-01,0.0291125
1.0648e-01,0.0290094
1.0651e-01,0.0286656
1.0654e-01,0.0286812
1.0658e-01,0.0292187
1.0661e-01,0.0293281
1.0664e-01,0.03035
1.0667e-01,0.0299875
1.0670e-01,0.0293219
1.0674e-01,0.0292906
1.0677e-01,0.0290719
1.0680e-01,0.0283719
1.0683e-01,0.0278156
1.0686e-01,0.0279094
1.0690e-01,0.0275625
1.0693e-01,0.0270312
1.0696e-01,0.0273125
1.0699e-01,0.0278969
1.0702e-01,0.0279312
1.0706e-01,0.0268781
1.0709e-01,0.0261031
1.0712e-01,0.0263281
1.0715e-01,0.0266156
1.0718e-01,0.0275062
1.0722e-01,0.0287094
1.0725e-01,0.0292344
1.0728e-01,0.0304687
1.0731e-01,0.0325875
1.0734e-01,0.0342969
1.0738e-01,0.0364312
1.0741e-01,0.0396844
1.0744e-01,0.0436469
1.0747e-01,0.0473062
1.0750e-01,0.0523687
1.0754e-01,0.0574906
1.0757e-01,0.0611906
