  -0.0189265     5.93039
  0.422157     5.93031
  0.995565     5.93021
  1.52476     5.90635
  1.92184     5.93006
  2.45114     5.92997
  3.02455     5.92987
  3.46563     5.92979
  3.90672     5.92972
  4.17177     6.02475
  4.34886     6.17922
  4.48184     6.3337
  4.57061     6.46441
  4.70339     6.57135
  4.96855     6.69015
  5.14518     6.73766
  5.32146     6.70197
  5.54165     6.61874
  5.76179     6.52363
  6.0703     6.46416
  6.37875     6.3928
  6.73137     6.33331
  7.04013     6.33326
  7.30457     6.28568
  7.65744     6.28562
  8.18674     6.28553
  8.67193     6.28545
  8.93648     6.26163
  9.24489     6.17839
  9.72998     6.15454
  10.3473     6.11878
  11.009     6.11867
  11.5824     6.11857
  12.0234     6.10661
  12.5527     6.10652
  12.9936     6.05891
  13.2578     5.9519
  13.4338     5.84491
  13.5656     5.72604
  13.7415     5.59528
  13.9173     5.46452
  14.1814     5.32186
  14.4012     5.15544
  14.9302     5.08405
  15.4155     5.10773
  15.9011     5.20273
  16.4308     5.29771
  16.8282     5.39272
  17.5342     5.46391
  18.2845     5.57074
  18.8582     5.64195
  19.5644     5.73691
  20.0498     5.79625
  20.5793     5.8437
  20.8442     5.90307
  21.1093     5.99811
  21.1981     6.1407
  21.2871     6.33084
  21.4201     6.47343
  21.5532     6.66356
  21.6862     6.82992
  21.7751     6.99629
  21.8639     7.12701
  22.1289     7.19827
  22.4372     7.10314
  22.7013     6.96048
  23.0976     6.8178
  23.4946     6.81773
  24.0681     6.82952
  24.4648     6.77003
  24.9057     6.72242
  25.4349     6.71044
  25.7434     6.65097
  26.3164     6.54391
  26.8895     6.47251
  27.5069     6.44863
  28.1684     6.41287
  28.477     6.37716
  29.0503     6.36518
  29.5795     6.32943
  29.9761     6.24618
  30.2843     6.10351
  30.5042     5.96086
  30.6359     5.80634
  30.8998     5.62802
  31.0314     5.46162
  31.2514     5.33085
  31.6916     5.14062
  32.2646     5.03356
  32.8817     4.9265
  33.6314     4.89072
  34.3813     4.92624
  35.1754     4.96176
  35.8815     5.04483
  36.6317     5.11601
  37.1614     5.211
  37.6471     5.34165
  37.9566     5.51986
  38.1339     5.72187
  38.223     5.92389
  38.3561     6.10214
  38.4453     6.32793
  38.6667     6.54181
  38.7997     6.6844
  39.0647     6.76755
  39.4172     6.6843
  39.6812     6.54164
  39.9901     6.57724
  40.2113     6.7317
  40.4325     6.88616
  40.7419     7.04061
  41.051     7.12375
  41.6241     7.04046
  42.1095     7.0998
  42.5949     7.14726
  42.9918     7.11154
  43.7415     7.08764
  44.315     7.09943
  44.5796     7.09938
  45.0206     7.07554
  45.5056     7.02792
  46.0348     7.01594
  46.4757     6.96833
  46.9605     6.86129
  47.1805     6.7424
  47.4445     6.58786
  47.7522     6.33823
  48.1041     6.12425
  48.5885     5.93402
  48.8967     5.80324
  49.2931     5.66055
  49.6452     5.48223
  49.9533     5.31579
  50.2175     5.20878
  50.8347     5.13737
  51.187     5.00658
  51.7156     4.85199
  52.421     4.76868
  52.8617     4.67353
  53.523     4.60211
  54.0521     4.55448
  54.2728     4.5901
  54.5817     4.6257
  54.9354     4.82768
  55.0685     5.00592
  55.2901     5.25546
  55.4232     5.43371
  55.8648     5.55248
  56.3497     5.49297
  56.6142     5.44539
  56.7912     5.58797
  57.1011     5.84938
  57.2783     6.0395
  57.5438     6.24149
  57.8971     6.33651
  58.3381     6.31267
  58.6914     6.40768
  58.9126     6.57403
  59.266     6.7047
  59.6194     6.82348
  60.2373     6.91846
  60.7673     7.08475
  61.1647     7.17976
  61.6502     7.26287
  62.0916     7.3341
  62.5333     7.46475
  63.1511     7.53596
  63.7245     7.52397
  64.2534     7.44069
  64.5175     7.30992
  64.958     7.16723
  65.4867     7.03641
  66.0155     6.90559
  66.2796     6.7867
  66.5878     6.65592
  66.9399     6.47759
  67.3363     6.33491
  67.8208     6.18033
  68.3053     6.00198
  68.7015     5.83553
  69.1417     5.62153
  69.4941     5.50262
  69.8024     5.4075
  70.1548     5.28859
  70.4631     5.19346
  70.7274     5.09834
  70.9476     5.01511
  0.573358     -0.0119819
  1.41142     -0.0121242
  2.20542     -0.000374434
  3.17575     -0.0124237
  4.01381     -0.012566
  4.32267     0.0111506
  4.63198     0.141828
  5.02946     0.260606
  5.38319     0.462583
  5.82508     0.65266
  6.31098     0.818961
  6.84078     0.937717
  7.50306     1.0921
  8.2094     1.2346
  8.82757     1.38899
  9.53376     1.49583
  10.3723     1.61454
  11.2991     1.72134
  12.1816     1.81627
  12.8876     1.87557
  13.5494     1.92299
  14.1223     1.79217
  14.6505     1.53062
  15.0904     1.24531
  15.4864     1.01944
  16.0146     0.757891
  16.5869     0.496334
  17.2035     0.294193
  17.8644     0.115812
  18.6574     -0.110128
  19.5831     -0.241015
  20.6854     -0.348163
  21.1264     -0.348238
  21.6122     -0.205706
  21.922     0.0200472
  22.1435     0.245816
  22.5415     0.507208
  22.8512     0.721077
  23.2048     0.899285
  23.7353     1.17254
  24.4427     1.56461
  24.9287     1.76656
  25.2825     1.96854
  25.8569     2.21802
  26.4756     2.47937
  27.3147     2.74069
  28.2865     3.06141
  29.1696     3.29895
  29.832     3.46522
  30.3616     3.53644
  30.7145     3.54826
  31.2432     3.41744
  31.7274     3.16778
  32.2992     2.79927
  33.0031     2.35942
  33.7067     1.84826
  34.6743     1.20634
  35.4221     0.730827
  36.1702     0.314741
  36.8301     -0.101329
  37.4024     -0.351002
  37.9751     -0.517482
  38.3719     -0.565088
  38.637     -0.458172
  39.0789     -0.25621
  39.6092     -0.0304939
  39.8744     0.100191
  40.272     0.242738
  40.5373     0.397192
  41.2453     0.94376
  42.2186     1.60913
  42.8382     2.10817
  43.6347     2.70227
  44.5636     3.3201
  44.6081     3.41517
  45.1831     3.79538
  46.068     4.44888
  46.9085     5.01919
  47.7921     5.35181
  48.5865     5.44675
  49.3361     5.39909
  50.2169     5.07805
  50.9211     4.70951
  51.493     4.36477
  52.0207     3.98437
  52.4603     3.63965
  52.9     3.31869
  53.3394     2.91454
  53.7349     2.55794
  54.0423     2.237
  54.3939     1.93983
  54.7455     1.64266
  55.3615     1.2979
  56.1989     1.14326
  56.7272     0.905478
  57.3005     0.869727
  58.1392     1.03597
  58.8458     1.23789
  59.597     1.54676
  59.9952     1.83192
  60.4817     2.15272
  61.0124     2.47351
  61.4108     2.80621
  61.8093     3.17456
  62.4733     3.72114
  62.916     4.10137
  63.1822     4.46974
  63.7579     5.01633
  64.3781     5.64611
  64.9535     6.12139
  65.573     6.5729
  66.3248     7.03627
  66.9435     7.32139
  67.959     7.54703
  69.0175     7.53496
  69.7223     7.30904
  70.2507     7.09502
  70.6467     6.86915
  70.9987     6.66705
